"Tiempo","Frecuencia (Hz)","ESTACION","FECHA SUSCRIPCION","TIPO","Level (dBµV/m)","Bandwidth (Hz)","Offset (Hz)","FM (Hz)","Arch_ Info"
"25/07/2025  7:46:31,240","   100300000"," ","16/01/2024  13:57:40,000","R","  57,1","      499687","      -16018","       79967",
"25/07/2025  7:46:31,240","   100500000","RADIO RELOJ","03/03/2021  13:57:40,000","M"," 107,5","      151875","       -1001","       79908",
"25/07/2025  7:46:31,240","   100700000"," ","16/01/2024  13:57:40,000","R","  48,8","      125937","       -3815","       79980",
"25/07/2025  7:46:31,240","   100900000"," ","16/01/2024  13:57:40,000","R","  50,3","      499687","        -823","       79935",
"25/07/2025  7:46:31,240","   101100000"," ","16/01/2024  13:57:40,000","R","  51,5","      499687","        2174","       79943",
"25/07/2025  7:46:31,240","   101300000"," ","16/01/2024  13:57:40,000","R","  56,2","      499687","        -540","       79947",
"25/07/2025  7:46:31,240","   101500000"," ","16/01/2024  13:57:40,000","R","  48,6","         937","        -395","       79922",
"25/07/2025  7:46:31,240","   101700000","RADIO UNIVERSITARIA PRIMICIAS DE LA CULTURA","04/07/2023  13:57:40,000","M","  99,2","         937","         -27","         197",
"25/07/2025  7:46:31,240","   101900000"," ","16/01/2024  13:57:40,000","R","  49,3","         937","         457","       79950",
"25/07/2025  7:46:31,240","   102100000"," ","16/01/2024  13:57:40,000","R","  52,9","      499687","        1138","       79908",
"25/07/2025  7:46:31,240","   102300000"," ","16/01/2024  13:57:40,000","R","  54,6","      108750","       22393","       79994",
"25/07/2025  7:46:31,240","   102500000","RADIO KIRUBA 102.5 FM(NO AUTORIZADA)","30/04/1998  13:57:40,000","M","  91,2","      115937","          81","       43420",
"25/07/2025  7:46:31,240","   102700000"," ","16/01/2024  13:57:40,000","R","  53,1","      107500","      -19608","       79967",
"25/07/2025  7:46:31,240","   102900000"," ","16/01/2024  13:57:40,000","R","  53,1","      499687","        -209","       79950",
"25/07/2025  7:46:31,240","   103100000"," ","16/01/2024  13:57:40,000","R","  45,9","      112187","          63","       79945",
"25/07/2025  7:46:31,240","   103300000"," ","16/01/2024  13:57:40,000","R","  64,6","      138125","       -1716","       68200",
"25/07/2025  7:46:31,240","   103500000"," ","16/01/2024  13:57:40,000","R","  46,2","      105625","       -1141","       79985",
"25/07/2025  7:46:31,240","   103700000","RADIO IKIAM NO AUTORIZADA","22/11/2017  13:57:40,000","M","  46,9","      499687","       -1175","       79952",
"25/07/2025  7:46:31,240","   103900000"," ","16/01/2024  13:57:40,000","R","  52,4","      499687","        1938","       79956",
"25/07/2025  7:46:31,240","   104100000"," ","16/01/2024  13:57:40,000","R","  60,1","      499687","       -1111","       79908",
"25/07/2025  7:46:31,240","   104300000"," ","16/01/2024  13:57:40,000","R","  49,3","      452187","       -7298","       79958",
"25/07/2025  7:46:31,240","   104500000"," ","16/01/2024  13:57:40,000","R","  43,6","      499687","        -646","       79952",
"25/07/2025  7:46:31,240","   104700000"," ","16/01/2024  13:57:40,000","R","  45,6","      499687","       -1058","       79950",
"25/07/2025  7:46:31,240","   104900000","SHALOM","28/01/2022  13:57:40,000"," ","  47,6","      499687","        -645","       79957",
"25/07/2025  7:46:31,240","   105100000"," ","16/01/2024  13:57:40,000","R","  45,2","      499687","         -79","       79975",
"25/07/2025  7:46:31,240","   105300000"," ","16/01/2024  13:57:40,000","R","  44,4","      499687","       -1367","       79933",
"25/07/2025  7:46:31,240","   105500000"," ","16/01/2024  13:57:40,000","R","  43,2","      499687","         -85","       79950",
"25/07/2025  7:46:31,240","   105700000"," ","16/01/2024  13:57:40,000","R","  45,5","      499687","         -42","       79945",
"25/07/2025  7:46:31,240","   105900000"," ","16/01/2024  13:57:40,000","R","  45,0","      499687","         869","       79945",
"25/07/2025  7:46:31,240","   106100000"," ","16/01/2024  13:57:40,000","R","  50,3","      499687","        -143","       79907",
"25/07/2025  7:46:31,240","   106300000"," ","16/01/2024  13:57:40,000","R","  42,7","      166250","         180","       79970",
"25/07/2025  7:46:31,240","   106500000","ESTELAR FM","02/03/2021  13:57:40,000","M","  75,6","      241875","         512","       79908",
"25/07/2025  7:46:31,240","   106700000"," ","16/01/2024  13:57:40,000","R","  45,8","      169062","        -484","       79977",
"25/07/2025  7:46:31,240","   106900000"," ","16/01/2024  13:57:40,000","R","  47,5","      499687","        1879","       79909",
"25/07/2025  7:46:31,240","   107100000"," ","16/01/2024  13:57:40,000","R","  42,7","      499687","        -362","       79980",
"25/07/2025  7:46:31,240","   107300000","LA VOZ DE ARUTAM (NO AUTORIZADA)","02/07/2004  13:57:40,000","M","  51,2","      499687","       -3647","       79990",
"25/07/2025  7:46:31,240","   107500000"," ","16/01/2024  13:57:40,000","R","  43,1","      499687","       -1065","       79972",
"25/07/2025  7:46:31,240","   107700000"," ","16/01/2024  13:57:40,000","R","  53,0","      499687","       -2831","       79935",
"25/07/2025  7:46:31,240","   107900000"," ","16/01/2024  13:57:40,000","R","  44,8","      499687","         -34","       79972",
"25/07/2025  7:46:31,240","   108000000"," ","16/01/2024  13:57:40,000","R","  47,0","      499687","       11511","       79983",
"25/07/2025  7:46:52,501","    88100000"," ","16/01/2024  13:57:40,000","R","  58,4","      499687","      -33145","       79927",
"25/07/2025  7:46:52,501","    88300000"," ","16/01/2024  13:57:40,000","R","  55,3","      118437","        1840","       79954",
"25/07/2025  7:46:52,501","    88500000","PUBLICA FM","27/11/2015  13:57:40,000","R","  83,4","      129687","        -100","       47533",
"25/07/2025  7:46:52,501","    88700000"," ","16/01/2024  13:57:40,000","R","  53,4","      103750","       -1122","       79977",
"25/07/2025  7:46:52,501","    88900000"," ","16/01/2024  13:57:40,000","R","  55,9","      499687","       -3708","       79952",
"25/07/2025  7:46:52,501","    89100000"," ","16/01/2024  13:57:40,000","R","  54,2","      499687","        1908","       79934",
"25/07/2025  7:46:52,501","    89300000","RADIO MORONA NO autorizada","04/03/2021  13:57:40,000","M","  64,0","      145312","      -31775","       79945",
"25/07/2025  7:46:52,501","    89500000"," ","16/01/2024  13:57:40,000","R"," 101,2","      208125","        -790","       37044",
"25/07/2025  7:46:52,501","    89700000","LA VOZ DE LA NAE","08/09/2021  13:57:40,000","M","  54,6","      156562","       -1629","       79982",
"25/07/2025  7:46:52,501","    89900000"," ","16/01/2024  13:57:40,000","R","  51,3","      499687","        1290","       79908",
"25/07/2025  7:46:52,501","    90100000"," ","16/01/2024  13:57:40,000","R","  58,5","      499687","         257","       79940",
"25/07/2025  7:46:52,501","    90300000"," ","16/01/2024  13:57:40,000","R","  56,8","      140312","      -23689","       79986",
"25/07/2025  7:46:52,501","    90500000","RADIO LA VOZ DEL UPANO","24/07/2017  13:57:40,000","M"," 110,6","      138125","        1211","       67660",
"25/07/2025  7:46:52,501","    90700000"," ","16/01/2024  13:57:40,000","R","  60,4","      475000","         602","       79950",
"25/07/2025  7:46:52,501","    90900000","LA RADIO DE LA ASAMBLEA NACIONAL","26/03/2013  13:57:40,000","R","  94,4","      141875","         -74","       71351",
"25/07/2025  7:46:52,501","    91300000"," ","16/01/2024  13:57:40,000","R","  58,0","      499687","        1997","       79956",
"25/07/2025  7:46:52,501","    91500000"," ","16/01/2024  13:57:40,000","R","  59,6","      112500","        3674","       79910",
"25/07/2025  7:46:52,501","    91700000","BONITA FM","02/06/2005  13:57:40,000","M"," 105,9","      145312","        1568","       49122",
"25/07/2025  7:46:52,501","    91900000"," ","16/01/2024  13:57:40,000","R","  52,4","      124375","       -1055","       79960",
"25/07/2025  7:46:52,501","    92100000"," ","16/01/2024  13:57:40,000","R","  58,1","      499687","       -1023","       79930",
"25/07/2025  7:46:52,501","    92300000"," ","16/01/2024  13:57:40,000","R","  50,9","      499687","        -829","       79969",
"25/07/2025  7:46:52,501","    92500000"," ","16/01/2024  13:57:40,000","R","  55,8","      140937","         677","       79978",
"25/07/2025  7:46:52,501","    92700000"," ","16/01/2024  13:57:40,000","R","  80,6","      106250","       38379","       79949",
"25/07/2025  7:46:52,501","    92900000","RADIO MIA FM (MAGNIFICA INTEGRACION AMAZÓNICA)","30/05/2017  13:57:40,000","R"," 104,5","      142500","        -470","       73354",
"25/07/2025  7:46:52,501","    93100000"," ","16/01/2024  13:57:40,000","R","  75,3","      111250","      -37605","       79982",
"25/07/2025  7:46:52,501","    93500000"," ","16/01/2024  13:57:40,000","R","  48,7","      499687","       -2317","       79990",
"25/07/2025  7:46:52,501","    93700000"," ","16/01/2024  13:57:40,000","R","  51,3","      499687","       -1363","       79982",
"25/07/2025  7:46:52,501","    93900000"," ","16/01/2024  13:57:40,000","R","  51,7","       74687","        1080","       79948",
"25/07/2025  7:46:52,501","    94100000","CANAL JUVENIL FM","12/05/1998  13:57:40,000","M","  65,8","       43750","         542","       22917",
"25/07/2025  7:46:52,501","    94300000"," ","16/01/2024  13:57:40,000","R","  46,5","      148437","       -5864","       79944",
"25/07/2025  7:46:52,501","    94500000"," ","16/01/2024  13:57:40,000","R","  51,1","      499687","         850","       79908",
"25/07/2025  7:46:52,501","    94700000"," ","16/01/2024  13:57:40,000","R","  44,5","      499687","        -590","       79989",
"25/07/2025  7:46:52,501","    94900000"," ","16/01/2024  13:57:40,000","R","  53,6","      499687","        -771","       79954",
"25/07/2025  7:46:52,501","    95100000"," ","16/01/2024  13:57:40,000","R","  55,2","      499687","         350","       79938",
"25/07/2025  7:46:52,501","    95300000"," ","16/01/2024  13:57:40,000","R","  50,1","      499687","          87","       79908",
"25/07/2025  7:46:52,501","    95500000"," ","16/01/2024  13:57:40,000","R","  47,0","      499687","        -275","       79972",
"25/07/2025  7:46:52,501","    95700000"," ","16/01/2024  13:57:40,000","R","  45,0","      499687","       -1580","       79955",
"25/07/2025  7:46:52,501","    95900000"," ","16/01/2024  13:57:40,000","R","  42,0","      499687","         690","       79987",
"25/07/2025  7:46:52,501","    96100000","RADIO INTEROCEANICA","04/03/2021  13:57:40,000","R","  47,3","      499687","         499","       79935",
"25/07/2025  7:46:52,501","    96300000"," ","16/01/2024  13:57:40,000","R","  48,3","      499687","        1559","       79993",
"25/07/2025  7:46:52,501","    96500000"," ","16/01/2024  13:57:40,000","R","  55,0","      499687","         400","       79908",
"25/07/2025  7:46:52,501","    96700000"," ","16/01/2024  13:57:40,000","R","  50,4","      499687","         139","       79972",
"25/07/2025  7:46:52,501","    96900000"," ","16/01/2024  13:57:40,000","R","  50,1","      499687","       -1005","       79950",
"25/07/2025  7:46:52,501","    97100000"," ","16/01/2024  13:57:40,000","R","  48,0","      499687","         512","       79950",
"25/07/2025  7:46:52,501","    97300000"," ","16/01/2024  13:57:40,000","R","  49,4","      499687","        1983","       79953",
"25/07/2025  7:46:52,501","    97500000"," ","16/01/2024  13:57:40,000","R","  48,8","      100625","        -148","       79954",
"25/07/2025  7:46:52,501","    97700000","SISTEMA RADIAL OLIMPICA","09/01/2003  13:57:40,000","M","  89,8","       82812","        -833","       34377",
"25/07/2025  7:46:52,501","    97900000"," ","16/01/2024  13:57:40,000","R","  47,4","       90312","         348","       79913",
"25/07/2025  7:46:52,501","    98100000"," ","16/01/2024  13:57:40,000","R","  53,9","      499687","        -154","       79982",
"25/07/2025  7:46:52,501","    98300000"," ","16/01/2024  13:57:40,000","R","  50,9","      134062","       19307","       79943",
"25/07/2025  7:46:52,501","    98500000","TU PANA","02/03/2021  13:57:40,000","R","  97,9","      166875","         627","       52911",
"25/07/2025  7:46:52,501","    98700000"," ","16/01/2024  13:57:40,000","R","  65,3","      499687","      -21181","       79997",
"25/07/2025  7:46:52,501","    98900000","RADIO MARIA","07/01/2021  13:57:40,000","R","  98,5","       61875","        -197","       28608",
"25/07/2025  7:46:52,501","    99100000"," ","16/01/2024  13:57:40,000","R","  51,8","       95312","        -120","       79937",
"25/07/2025  7:46:52,501","    99300000"," ","16/01/2024  13:57:40,000","R","  56,9","      499687","        -591","       79952",
"25/07/2025  7:46:52,501","    99500000"," ","16/01/2024  13:57:40,000","R","  48,3","      499687","         -26","       79963",
"25/07/2025  7:46:52,501","    99700000"," ","16/01/2024  13:57:40,000","R","  53,3","      499687","        1821","       79909",
"25/07/2025  7:46:52,501","    99900000"," ","16/01/2024  13:57:40,000","R","  58,1","      104062","       18989","       79962",
"25/07/2025  7:46:52,501","   100100000","LA RADIO FM DIGITAL 100.1","28/12/2001  13:57:40,000","M"," 108,8","      124687","        -153","       57835",
"25/07/2025  7:46:52,501","   100300000"," ","16/01/2024  13:57:40,000","R","  56,9","      499687","      -16888","       79949",
"25/07/2025  7:46:52,501","   100500000","RADIO RELOJ","03/03/2021  13:57:40,000","M"," 107,4","      167812","        -593","       79907",
"25/07/2025  7:46:52,501","   100700000"," ","16/01/2024  13:57:40,000","R","  48,2","      133125","      -10104","       79963",
"25/07/2025  7:46:52,501","   100900000"," ","16/01/2024  13:57:40,000","R","  50,3","      499687","        1384","       79923",
"25/07/2025  7:46:52,501","   101100000"," ","16/01/2024  13:57:40,000","R","  49,6","      499687","        1817","       79988",
"25/07/2025  7:46:52,501","   101300000"," ","16/01/2024  13:57:40,000","R","  55,9","      499687","        2516","       79931",
"25/07/2025  7:46:52,501","   101500000"," ","16/01/2024  13:57:40,000","R","  49,1","         937","        -202","       79937",
"25/07/2025  7:46:52,501","   101700000","RADIO UNIVERSITARIA PRIMICIAS DE LA CULTURA","04/07/2023  13:57:40,000","M","  99,2","         937","         -26","         191",
"25/07/2025  7:46:52,501","   101900000"," ","16/01/2024  13:57:40,000","R","  49,8","         937","         605","       79965",
"25/07/2025  7:46:52,501","   102100000"," ","16/01/2024  13:57:40,000","R","  52,1","      499687","        -966","       79908",
"25/07/2025  7:46:52,501","   102300000"," ","16/01/2024  13:57:40,000","R","  56,0","      116250","       22212","       79966",
"25/07/2025  7:46:52,501","   102500000","RADIO KIRUBA 102.5 FM(NO AUTORIZADA)","30/04/1998  13:57:40,000","M","  92,5","      170000","         -28","       48384",
"25/07/2025  7:46:52,501","   102700000"," ","16/01/2024  13:57:40,000","R","  54,6","      131875","      -24022","       79951",
"25/07/2025  7:46:52,501","   102900000"," ","16/01/2024  13:57:40,000","R","  54,3","      499687","       -2089","       79960",
"25/07/2025  7:46:52,501","   103100000"," ","16/01/2024  13:57:40,000","R","  46,6","      467500","         350","       79999",
"25/07/2025  7:46:52,501","   103300000"," ","16/01/2024  13:57:40,000","R","  64,6","      122187","        -367","       64198",
"25/07/2025  7:46:52,501","   103500000"," ","16/01/2024  13:57:40,000","R","  47,0","      121875","         502","       79950",
"25/07/2025  7:46:52,501","   103700000","RADIO IKIAM NO AUTORIZADA","22/11/2017  13:57:40,000","M","  46,1","      499687","        -574","       79982",
"25/07/2025  7:46:52,501","   103900000"," ","16/01/2024  13:57:40,000","R","  48,9","      499687","        1356","       79960",
"25/07/2025  7:46:52,501","   104100000"," ","16/01/2024  13:57:40,000","R","  60,7","      499687","        2386","       79992",
"25/07/2025  7:46:52,501","   104300000"," ","16/01/2024  13:57:40,000","R","  52,5","      499687","       -7229","       79992",
"25/07/2025  7:46:52,501","   104500000"," ","16/01/2024  13:57:40,000","R","  44,2","      499687","        -195","       79947",
"25/07/2025  7:46:52,501","   104700000"," ","16/01/2024  13:57:40,000","R","  43,3","      499687","         202","       79933",
"25/07/2025  7:46:52,501","   104900000","SHALOM","28/01/2022  13:57:40,000"," ","  49,5","      499687","        -371","       79907",
"25/07/2025  7:46:52,501","   105100000"," ","16/01/2024  13:57:40,000","R","  45,3","      499687","         -47","       79967",
"25/07/2025  7:46:52,501","   105300000"," ","16/01/2024  13:57:40,000","R","  45,5","      499687","        -610","       79960",
"25/07/2025  7:46:52,501","   105500000"," ","16/01/2024  13:57:40,000","R","  42,9","      499687","        -260","       79992",
"25/07/2025  7:46:52,501","   105700000"," ","16/01/2024  13:57:40,000","R","  47,3","      499687","         585","       79928",
"25/07/2025  7:46:52,501","   105900000"," ","16/01/2024  13:57:40,000","R","  44,7","      499687","        -899","       79958",
"25/07/2025  7:46:52,501","   106100000"," ","16/01/2024  13:57:40,000","R","  48,3","      499687","        -866","       79943",
"25/07/2025  7:46:52,501","   106300000"," ","16/01/2024  13:57:40,000","R","  43,1","      177500","        1824","       79978",
"25/07/2025  7:46:52,501","   106500000","ESTELAR FM","02/03/2021  13:57:40,000","M","  74,3","      195312","         894","       33711",
"25/07/2025  7:46:52,501","   106700000"," ","16/01/2024  13:57:40,000","R","  45,0","       78750","        -563","       79975",
"25/07/2025  7:46:52,501","   106900000"," ","16/01/2024  13:57:40,000","R","  47,0","      499687","         206","       79995",
"25/07/2025  7:46:52,501","   107100000"," ","16/01/2024  13:57:40,000","R","  43,8","      499687","        -947","       79952",
"25/07/2025  7:46:52,501","   107300000","LA VOZ DE ARUTAM (NO AUTORIZADA)","02/07/2004  13:57:40,000","M","  51,8","      499687","        -453","       79977",
"25/07/2025  7:46:52,501","   107500000"," ","16/01/2024  13:57:40,000","R","  42,1","      499687","         161","       79960",
"25/07/2025  7:46:52,501","   107700000"," ","16/01/2024  13:57:40,000","R","  53,0","      499687","       -1255","       79920",
"25/07/2025  7:46:52,501","   107900000"," ","16/01/2024  13:57:40,000","R","  43,3","      499687","       -1083","       79964",
"25/07/2025  7:46:52,501","   108000000"," ","16/01/2024  13:57:40,000","R","  45,4","      499687","       12149","       79973",
"25/07/2025  7:47:13,755","    88100000"," ","16/01/2024  13:57:40,000","R","  58,8","      499687","      -37009","       79946",
"25/07/2025  7:47:13,755","    88300000"," ","16/01/2024  13:57:40,000","R","  55,6","      116875","         723","       79915",
"25/07/2025  7:47:13,755","    88500000","PUBLICA FM","27/11/2015  13:57:40,000","R","  83,6","      136875","         133","       53347",
"25/07/2025  7:47:13,755","    88700000"," ","16/01/2024  13:57:40,000","R","  53,4","      118750","         151","       79948",
"25/07/2025  7:47:13,755","    88900000"," ","16/01/2024  13:57:40,000","R","  56,8","      499687","       -3213","       79934",
"25/07/2025  7:47:13,755","    89100000"," ","16/01/2024  13:57:40,000","R","  55,0","      499687","         610","       79908",
"25/07/2025  7:47:13,755","    89300000","RADIO MORONA NO autorizada","04/03/2021  13:57:40,000","M","  62,2","      119687","      -16865","       79992",
"25/07/2025  7:47:13,755","    89500000"," ","16/01/2024  13:57:40,000","R"," 101,1","      186875","        1166","       79908",
"25/07/2025  7:47:13,755","    89700000","LA VOZ DE LA NAE","08/09/2021  13:57:40,000","M","  56,0","      134062","       -1753","       79987",
"25/07/2025  7:47:13,755","    89900000"," ","16/01/2024  13:57:40,000","R","  53,2","      499687","        -608","       79945",
"25/07/2025  7:47:13,755","    90100000"," ","16/01/2024  13:57:40,000","R","  57,2","      499687","       -1826","       79937",
"25/07/2025  7:47:13,755","    90300000"," ","16/01/2024  13:57:40,000","R","  54,4","       94687","      -25311","       79994",
"25/07/2025  7:47:13,755","    90500000","RADIO LA VOZ DEL UPANO","24/07/2017  13:57:40,000","M"," 110,6","      185312","        -353","       27551",
"25/07/2025  7:47:13,755","    90700000"," ","16/01/2024  13:57:40,000","R","  55,9","      481875","          29","       79999",
"25/07/2025  7:47:13,755","    90900000","LA RADIO DE LA ASAMBLEA NACIONAL","26/03/2013  13:57:40,000","R","  95,5","      141562","         -89","       65251",
"25/07/2025  7:47:13,755","    91300000"," ","16/01/2024  13:57:40,000","R","  56,7","      499687","         832","       79920",
"25/07/2025  7:47:13,755","    91500000"," ","16/01/2024  13:57:40,000","R","  59,6","      126875","       -5746","       79910",
"25/07/2025  7:47:13,755","    91700000","BONITA FM","02/06/2005  13:57:40,000","M"," 106,6","      165937","        -410","       62865",
"25/07/2025  7:47:13,755","    91900000"," ","16/01/2024  13:57:40,000","R","  54,2","      132188","       -3354","       79954",
"25/07/2025  7:47:13,755","    92100000"," ","16/01/2024  13:57:40,000","R","  59,2","      499687","       -1218","       79980",
"25/07/2025  7:47:13,755","    92300000"," ","16/01/2024  13:57:40,000","R","  61,2","      499687","        -649","       79952",
"25/07/2025  7:47:13,755","    92500000"," ","16/01/2024  13:57:40,000","R","  59,1","      269062","         995","       79908",
"25/07/2025  7:47:13,755","    92700000"," ","16/01/2024  13:57:40,000","R","  85,3","      122812","       37741","       79947",
"25/07/2025  7:47:13,755","    92900000","RADIO MIA FM (MAGNIFICA INTEGRACION AMAZÓNICA)","30/05/2017  13:57:40,000","R"," 104,9","      131562","         350","       58781",
"25/07/2025  7:47:13,755","    93100000"," ","16/01/2024  13:57:40,000","R","  77,0","      114375","      -37172","       79932",
"25/07/2025  7:47:13,755","    93500000"," ","16/01/2024  13:57:40,000","R","  46,9","      499687","        -196","       79922",
"25/07/2025  7:47:13,755","    93700000"," ","16/01/2024  13:57:40,000","R","  53,0","      499687","       -1463","       79950",
"25/07/2025  7:47:13,755","    93900000"," ","16/01/2024  13:57:40,000","R","  50,7","       28750","        -639","       79952",
"25/07/2025  7:47:13,755","    94100000","CANAL JUVENIL FM","12/05/1998  13:57:40,000","M","  65,5","       27187","         756","       34929",
"25/07/2025  7:47:13,755","    94300000"," ","16/01/2024  13:57:40,000","R","  44,1","      413125","       -7310","       79918",
"25/07/2025  7:47:13,755","    94500000"," ","16/01/2024  13:57:40,000","R","  53,7","      499687","        1038","       79916",
"25/07/2025  7:47:13,755","    94700000"," ","16/01/2024  13:57:40,000","R","  44,9","      499687","         -18","       79958",
"25/07/2025  7:47:13,755","    94900000"," ","16/01/2024  13:57:40,000","R","  49,0","      499687","       -1772","       79941",
"25/07/2025  7:47:13,755","    95100000"," ","16/01/2024  13:57:40,000","R","  47,2","      499687","       -1235","       79962",
"25/07/2025  7:47:13,755","    95300000"," ","16/01/2024  13:57:40,000","R","  49,8","      499687","        1494","       79936",
"25/07/2025  7:47:13,755","    95500000"," ","16/01/2024  13:57:40,000","R","  42,3","      499687","         243","       79958",
"25/07/2025  7:47:13,755","    95700000"," ","16/01/2024  13:57:40,000","R","  46,4","      499687","       -1787","       79960",
"25/07/2025  7:47:13,755","    95900000"," ","16/01/2024  13:57:40,000","R","  45,5","      499687","        -695","       79982",
"25/07/2025  7:47:13,755","    96100000","RADIO INTEROCEANICA","04/03/2021  13:57:40,000","R","  49,2","      499687","        1090","       79908",
"25/07/2025  7:47:13,755","    96300000"," ","16/01/2024  13:57:40,000","R","  46,9","      499687","        1171","       79980",
"25/07/2025  7:47:13,755","    96500000"," ","16/01/2024  13:57:40,000","R","  54,4","      499687","       -3517","       79982",
"25/07/2025  7:47:13,755","    96700000"," ","16/01/2024  13:57:40,000","R","  47,0","      499687","        1138","       79908",
"25/07/2025  7:47:13,755","    96900000"," ","16/01/2024  13:57:40,000","R","  51,4","      499687","         -83","       79907",
"25/07/2025  7:47:13,755","    97100000"," ","16/01/2024  13:57:40,000","R","  50,8","      499687","        -540","       79965",
"25/07/2025  7:47:13,755","    97300000"," ","16/01/2024  13:57:40,000","R","  51,5","      499687","        -429","       79952",
"25/07/2025  7:47:13,755","    97500000"," ","16/01/2024  13:57:40,000","R","  48,6","      100625","        1061","       79908",
"25/07/2025  7:47:13,755","    97700000","SISTEMA RADIAL OLIMPICA","09/01/2003  13:57:40,000","M","  89,7","       83125","       -2865","       33345",
"25/07/2025  7:47:13,755","    97900000"," ","16/01/2024  13:57:40,000","R","  49,6","       90625","        -873","       79938",
"25/07/2025  7:47:13,755","    98100000"," ","16/01/2024  13:57:40,000","R","  53,5","      499687","        1097","       79946",
"25/07/2025  7:47:13,755","    98300000"," ","16/01/2024  13:57:40,000","R","  60,8","      102187","       22259","       79977",
"25/07/2025  7:47:13,755","    98500000","TU PANA","02/03/2021  13:57:40,000","R","  98,0","      166875","         484","       52928",
"25/07/2025  7:47:13,755","    98700000"," ","16/01/2024  13:57:40,000","R","  70,4","      499687","      -25489","       79977",
"25/07/2025  7:47:13,755","    98900000","RADIO MARIA","07/01/2021  13:57:40,000","R","  98,3","      159062","          37","       73464",
"25/07/2025  7:47:13,755","    99100000"," ","16/01/2024  13:57:40,000","R","  52,6","      115625","        -203","       79945",
"25/07/2025  7:47:13,755","    99300000"," ","16/01/2024  13:57:40,000","R","  57,8","      499687","         336","       79908",
"25/07/2025  7:47:13,755","    99500000"," ","16/01/2024  13:57:40,000","R","  49,8","      499687","       -3494","       79949",
"25/07/2025  7:47:13,755","    99700000"," ","16/01/2024  13:57:40,000","R","  54,5","      499687","        3230","       79949",
"25/07/2025  7:47:13,755","    99900000"," ","16/01/2024  13:57:40,000","R","  58,1","       40625","       19820","       79959",
"25/07/2025  7:47:13,755","   100100000","LA RADIO FM DIGITAL 100.1","28/12/2001  13:57:40,000","M"," 108,8","      116250","        -505","        6115",
"25/07/2025  7:47:13,755","   100300000"," ","16/01/2024  13:57:40,000","R","  56,5","      499687","      -16712","       79970",
"25/07/2025  7:47:13,755","   100500000","RADIO RELOJ","03/03/2021  13:57:40,000","M"," 106,8","      169062","       -1353","       79908",
"25/07/2025  7:47:13,755","   100700000"," ","16/01/2024  13:57:40,000","R","  57,9","      140312","       -7072","       79950",
"25/07/2025  7:47:13,755","   100900000"," ","16/01/2024  13:57:40,000","R","  50,5","      499687","          32","       79987",
"25/07/2025  7:47:13,755","   101100000"," ","16/01/2024  13:57:40,000","R","  51,2","      499687","        2635","       79980",
"25/07/2025  7:47:13,755","   101300000"," ","16/01/2024  13:57:40,000","R","  55,2","      499687","        -864","       79960",
"25/07/2025  7:47:13,755","   101500000"," ","16/01/2024  13:57:40,000","R","  48,6","         937","         759","       79908",
"25/07/2025  7:47:13,755","   101700000","RADIO UNIVERSITARIA PRIMICIAS DE LA CULTURA","04/07/2023  13:57:40,000","M","  99,0","         937","         -29","         208",
"25/07/2025  7:47:13,755","   101900000"," ","16/01/2024  13:57:40,000","R","  49,1","         937","        1331","       79963",
"25/07/2025  7:47:13,755","   102100000"," ","16/01/2024  13:57:40,000","R","  52,0","      499687","       -1680","       79977",
"25/07/2025  7:47:13,755","   102300000"," ","16/01/2024  13:57:40,000","R","  54,0","      101875","       20532","       79973",
"25/07/2025  7:47:13,755","   102500000","RADIO KIRUBA 102.5 FM(NO AUTORIZADA)","30/04/1998  13:57:40,000","M","  91,5","      118125","        -716","       44620",
"25/07/2025  7:47:13,755","   102700000"," ","16/01/2024  13:57:40,000","R","  55,9","       76250","      -20550","       79923",
"25/07/2025  7:47:13,755","   102900000"," ","16/01/2024  13:57:40,000","R","  53,0","      499687","         361","       79948",
"25/07/2025  7:47:13,755","   103100000"," ","16/01/2024  13:57:40,000","R","  47,3","      493750","        -102","       79940",
"25/07/2025  7:47:13,755","   103300000"," ","16/01/2024  13:57:40,000","R","  64,0","      123125","        -386","       65409",
"25/07/2025  7:47:13,755","   103500000"," ","16/01/2024  13:57:40,000","R","  46,6","      108125","        -840","       79943",
"25/07/2025  7:47:13,755","   103700000","RADIO IKIAM NO AUTORIZADA","22/11/2017  13:57:40,000","M","  47,9","      499687","        -223","       79955",
"25/07/2025  7:47:13,755","   103900000"," ","16/01/2024  13:57:40,000","R","  56,9","      499062","        3000","       79966",
"25/07/2025  7:47:13,755","   104100000"," ","16/01/2024  13:57:40,000","R","  60,8","      499687","        -538","       79907",
"25/07/2025  7:47:13,755","   104300000"," ","16/01/2024  13:57:40,000","R","  48,9","      497500","       -5607","       79964",
"25/07/2025  7:47:13,755","   104500000"," ","16/01/2024  13:57:40,000","R","  44,4","      499687","        -329","       79977",
"25/07/2025  7:47:13,755","   104700000"," ","16/01/2024  13:57:40,000","R","  44,9","      499687","         210","       79978",
"25/07/2025  7:47:13,755","   104900000","SHALOM","28/01/2022  13:57:40,000"," ","  47,1","      499687","         253","       79958",
"25/07/2025  7:47:13,755","   105100000"," ","16/01/2024  13:57:40,000","R","  45,3","      499687","         606","       79960",
"25/07/2025  7:47:13,755","   105300000"," ","16/01/2024  13:57:40,000","R","  44,5","      499687","         442","       79963",
