"Tiempo","Frecuencia (Hz)","ESTACION","CANAL","Level (dBµV/m)","Bandwidth (Hz)","Offset (Hz)","AM (%)","Arch_ Info"
"01/07/2025  17:41:49,908","   543250000","CANAL UNO","26","  29,3","      999375","        6116"," 93,50",
"01/07/2025  17:41:49,908","   549250000"," ","27","  30,2","      999375","       -2461"," 95,90",
"01/07/2025  17:41:49,908","   555250000"," ","28","  42,7","      999375","        6971"," 94,40",
"01/07/2025  17:41:49,908","   561250000"," ","29","  41,4","      999375","       -6958"," 96,30",
"01/07/2025  17:41:49,908","   567250000","TELEATAHUALPA (RTU)","30","  37,9","      999375","       -9187"," 97,30",
"01/07/2025  17:41:49,908","   573250000"," ","31","  33,0","      999375","       -5327"," 93,20",
"01/07/2025  17:41:49,908","   579250000","TELEVICENTRO TVC","32","  79,3","      156875","        1091"," 42,10",
"01/07/2025  17:41:49,908","   585250000"," ","33","  36,5","      999375","       -4547"," 95,10",
"01/07/2025  17:41:49,908","   591250000","UCSG TELEVISION","34","  31,9","      999375","        -422"," 95,70",
"01/07/2025  17:41:49,908","   603250000","OROMAR","36","  32,8","      999375","        1528"," 97,40",
"01/07/2025  17:41:49,908","   615250000"," ","38","  34,5","      999375","        -344"," 94,70",
"01/07/2025  17:41:49,908","   621250000","CANAL SUR - TELEVISION MUN","39","  76,3","      314375","          47"," 89,50",
"01/07/2025  17:41:49,908","   627250000"," ","40","  33,0","      999375","        1442"," 96,90",
"01/07/2025  17:41:49,908","   633250000"," ","41","  34,1","      999375","        2750"," 96,80",
"01/07/2025  17:41:49,908","   639250000"," ","42","  37,8","      999375","       62559"," 94,70",
"01/07/2025  17:41:49,908","   645250000"," ","43","  36,2","      999375","       -6165"," 95,70",
"01/07/2025  17:41:49,908","   651250000"," ","44","  36,3","      999375","        4013"," 95,90",
"01/07/2025  17:41:49,908","   657250000"," ","45","  37,3","      999375","        6382"," 92,10",
"01/07/2025  17:41:49,908","   663250000"," ","46","  39,0","      999375","        1707"," 96,40",
"01/07/2025  17:41:49,908","   669250000"," ","47","  37,3","      999375","        4792"," 95,40",
"01/07/2025  17:41:49,908","   675250000"," ","48","  39,0","      999375","         925"," 95,70",
"01/07/2025  17:41:49,908","   681250000"," ","49","  45,1","      999375","       96228"," 93,50",
"01/07/2025  17:41:49,908","   687250000"," ","50","  48,2","      999375","         797"," 96,70",
"01/07/2025  17:41:49,908","   693250000"," ","51","  50,9","      999375","       -1220"," 97,40",
"02/07/2025  7:20:03,446","    55250000","CORPORACION ECUATORIANA DE","2","  92,9","      219375","         -27"," 86,80",
"02/07/2025  7:20:03,446","    61250000"," ","3","  41,5","      999375","      -27676"," 96,40",
"02/07/2025  7:20:03,446","    67250000","UV TELEVISION","4","  93,7","      141250","         208"," 74,60",
"02/07/2025  7:20:03,446","    77250000","TELEAMAZONAS","5","  73,8","       31875","          12"," 44,10",
"02/07/2025  7:20:03,446","    83250000"," ","6","  60,3","      999375","      -22907"," 96,80",
"02/07/2025  7:20:03,446","   175250000","ECUADOR TV","7","  92,2","      141250","         -15"," 90,30",
"02/07/2025  7:20:03,446","   181250000","CADENA ECUATORIANA DE TELE","8","  80,0","      440000","          54"," 38,30",
"02/07/2025  7:20:03,446","   187250000","RED TELESISTEMA (R.T.S)","9","  88,2","      110000","        -420"," 40,90",
"02/07/2025  7:20:03,446","   193250000"," ","10","  69,6","      900625","      117292"," 93,80",
"02/07/2025  7:20:03,446","   199250000","TELEVISION DEL PACIFICO","11","  66,1","      999375","      114483"," 94,60",
"02/07/2025  7:20:03,446","   205250000"," ","12","  60,5","      868125","      129900"," 94,10",
"02/07/2025  7:20:03,446","   211250000"," ","13","  56,8","      999375","      109174"," 96,00",
"02/07/2025  7:20:03,446","   471250000"," ","14","  24,5","      999375","         787"," 95,70",
"02/07/2025  7:20:03,446","   477250000"," ","15","  30,6","      999375","      -91876"," 62,40",
"02/07/2025  7:20:03,446","   483250000"," ","16","  26,0","      999375","        1002"," 94,90",
"02/07/2025  7:20:03,446","   513250000"," ","21","  26,1","      999375","        6993"," 96,90",
"02/07/2025  7:20:03,446","   519250000","ECOTEL","22","  83,4","      125000","        1097"," 23,50",
"02/07/2025  7:20:03,446","   525250000"," ","23","  28,4","      999375","        7665"," 96,60",
"02/07/2025  7:20:03,446","   531250000","TELERAMA","24","  34,1","      999375","       -5679"," 98,10",
"02/07/2025  7:20:03,446","   537250000","PLUS TV","25","  65,6","       95000","        4154"," 50,00",
"02/07/2025  7:20:03,446","   543250000","CANAL UNO","26","  28,0","      999375","        1094"," 94,10",
"02/07/2025  7:20:03,446","   549250000"," ","27","  29,7","      999375","         -41"," 96,80",
"02/07/2025  7:20:03,446","   555250000"," ","28","  39,8","      999375","        -343"," 95,80",
"02/07/2025  7:20:03,446","   561250000"," ","29","  42,2","      999375","       -7907"," 97,70",
"02/07/2025  7:20:03,446","   567250000","TELEATAHUALPA (RTU)","30","  39,4","      999375","       -2129"," 96,80",
"02/07/2025  7:20:03,446","   573250000"," ","31","  34,0","      999375","        2026"," 93,80",
"02/07/2025  7:20:03,446","   579250000","TELEVICENTRO TVC","32","  80,9","      188125","        1141"," 55,90",
"02/07/2025  7:20:03,446","   585250000"," ","33","  34,4","      999375","       -5837"," 95,60",
"02/07/2025  7:20:03,446","   591250000","UCSG TELEVISION","34","  34,5","      999375","        1899"," 97,00",
"02/07/2025  7:20:03,446","   603250000","OROMAR","36","  33,0","      999375","         761"," 94,60",
"02/07/2025  7:20:03,446","   615250000"," ","38","  32,9","      999375","        9618"," 95,10",
"02/07/2025  7:20:03,446","   621250000","CANAL SUR - TELEVISION MUN","39","  77,4","      204375","          52"," 82,50",
"02/07/2025  7:20:03,446","   627250000"," ","40","  34,9","      999375","        5280"," 97,50",
"02/07/2025  7:20:03,446","   633250000"," ","41","  34,1","      999375","        5676"," 98,90",
"02/07/2025  7:20:03,446","   639250000"," ","42","  36,4","      999375","       46921"," 93,00",
"02/07/2025  7:20:03,446","   645250000"," ","43","  36,3","      999375","        1060"," 96,00",
"02/07/2025  7:20:03,446","   651250000"," ","44","  36,2","      999375","       -1875"," 97,00",
"02/07/2025  7:20:03,446","   657250000"," ","45","  37,0","      999375","        4335"," 93,60",
"02/07/2025  7:20:03,446","   663250000"," ","46","  36,4","      999375","        6235"," 90,10",
"02/07/2025  7:20:03,446","   669250000"," ","47","  38,8","      999375","        6736"," 95,50",
"02/07/2025  7:20:03,446","   675250000"," ","48","  40,2","      999375","       -2637"," 96,00",
"02/07/2025  7:20:03,446","   681250000"," ","49","  46,9","      999375","       95771"," 93,10",
"02/07/2025  7:20:03,446","   687250000"," ","50","  47,1","      999375","       -1220"," 96,30",
"02/07/2025  7:20:03,446","   693250000"," ","51","  56,1","      999375","        4441"," 98,30",
"02/07/2025  7:20:55,121","    55250000","CORPORACION ECUATORIANA DE","2","  92,8","      156875","          -4"," 70,50",
"02/07/2025  7:20:55,121","    61250000"," ","3","  40,0","      999375","      -18812"," 95,60",
"02/07/2025  7:20:55,121","    67250000","UV TELEVISION","4","  94,2","      188750","         191"," 67,90",
"02/07/2025  7:20:55,121","    77250000","TELEAMAZONAS","5","  77,6","       93750","           9"," 48,00",
"02/07/2025  7:20:55,121","    83250000"," ","6","  59,3","      999375","      -24228"," 96,10",
"02/07/2025  7:20:55,121","   175250000","ECUADOR TV","7","  92,2","      125625","         -17"," 68,10",
"02/07/2025  7:20:55,121","   181250000","CADENA ECUATORIANA DE TELE","8","  79,7","      745000","         273"," 94,60",
"02/07/2025  7:20:55,121","   187250000","RED TELESISTEMA (R.T.S)","9","  87,7","      156250","        -392"," 50,80",
"02/07/2025  7:20:55,121","   193250000"," ","10","  68,1","      906875","      109267"," 94,30",
"02/07/2025  7:20:55,121","   199250000","TELEVISION DEL PACIFICO","11","  68,3","      999375","       92224"," 92,70",
"02/07/2025  7:20:55,121","   205250000"," ","12","  62,2","      902500","       92997"," 96,00",
"02/07/2025  7:20:55,121","   211250000"," ","13","  56,5","      998125","      124435"," 93,60",
"02/07/2025  7:20:55,121","   471250000"," ","14","  23,2","      999375","        1126"," 95,30",
"02/07/2025  7:20:55,121","   477250000"," ","15","  31,0","      999375","      -90274"," 92,50",
"02/07/2025  7:20:55,121","   483250000"," ","16","  24,4","      999375","        4850"," 96,90",
"02/07/2025  7:20:55,121","   513250000"," ","21","  27,1","      999375","       16815"," 95,10",
"02/07/2025  7:20:55,121","   519250000","ECOTEL","22","  83,8","      156875","        1065"," 61,60",
"02/07/2025  7:20:55,121","   525250000"," ","23","  27,0","      999375","        6633"," 96,90",
"02/07/2025  7:20:55,121","   531250000","TELERAMA","24","  27,8","      999375","        1784"," 96,10",
"02/07/2025  7:20:55,121","   537250000","PLUS TV","25","  66,7","       63125","        4151"," 50,70",
"02/07/2025  7:20:55,121","   543250000","CANAL UNO","26","  30,0","      999375","         492"," 96,00",
"02/07/2025  7:20:55,121","   549250000"," ","27","  29,2","      999375","           6"," 94,80",
"02/07/2025  7:20:55,121","   555250000"," ","28","  41,7","      999375","        6257"," 94,20",
"02/07/2025  7:20:55,121","   561250000"," ","29","  41,1","      999375","       -3381"," 96,50",
"02/07/2025  7:20:55,121","   567250000","TELEATAHUALPA (RTU)","30","  40,1","      999375","       -6205"," 94,80",
"02/07/2025  7:20:55,121","   573250000"," ","31","  34,7","      999375","       -3945"," 94,40",
"02/07/2025  7:20:55,121","   579250000","TELEVICENTRO TVC","32","  81,2","      125625","        1142"," 73,20",
"02/07/2025  7:20:55,121","   585250000"," ","33","  34,8","      999375","       -4199"," 94,70",
"02/07/2025  7:20:55,121","   591250000","UCSG TELEVISION","34","  32,0","      999375","        3158"," 94,40",
"02/07/2025  7:20:55,121","   603250000","OROMAR","36","  33,2","      999375","        -588"," 95,60",
"02/07/2025  7:20:55,121","   615250000"," ","38","  33,3","      999375","        4200"," 93,10",
"02/07/2025  7:20:55,121","   621250000","CANAL SUR - TELEVISION MUN","39","  77,3","      157500","          46"," 85,80",
"02/07/2025  7:20:55,121","   627250000"," ","40","  34,5","      999375","        3567"," 94,20",
"02/07/2025  7:20:55,121","   633250000"," ","41","  33,8","      999375","        1038"," 97,00",
"02/07/2025  7:20:55,121","   639250000"," ","42","  37,2","      999375","       69080"," 93,60",
"02/07/2025  7:20:55,121","   645250000"," ","43","  34,6","      999375","        -631"," 95,20",
"02/07/2025  7:20:55,121","   651250000"," ","44","  50,9","      999375","        4026"," 99,10",
"02/07/2025  7:20:55,121","   657250000"," ","45","  36,6","      999375","       -3312"," 95,80",
"02/07/2025  7:20:55,121","   663250000"," ","46","  36,2","      999375","        5425"," 94,70",
"02/07/2025  7:20:55,121","   669250000"," ","47","  37,5","      999375","        6360"," 91,60",
"02/07/2025  7:20:55,121","   675250000"," ","48","  38,4","      999375","         384"," 97,50",
"02/07/2025  7:20:55,121","   681250000"," ","49","  46,5","      999375","       82598"," 91,50",
"02/07/2025  7:20:55,121","   687250000"," ","50","  51,2","      999375","        1068"," 97,50",
"02/07/2025  7:20:55,121","   693250000"," ","51","  50,5","      999375","        4653"," 98,30",
"02/07/2025  7:21:49,950","    55250000","CORPORACION ECUATORIANA DE","2","  92,4","      220000","          10"," 64,00",
"02/07/2025  7:21:49,950","    61250000"," ","3","  41,7","      999375","       -8043"," 95,40",
"02/07/2025  7:21:49,950","    67250000","UV TELEVISION","4","  94,4","      219375","         181"," 62,30",
"02/07/2025  7:21:49,950","    77250000","TELEAMAZONAS","5","  77,9","       63125","          10"," 30,00",
"02/07/2025  7:21:49,950","    83250000"," ","6","  61,3","      999375","      -12896"," 96,00",
"02/07/2025  7:21:49,950","   175250000","ECUADOR TV","7","  92,4","      156875","         -15"," 71,90",
"02/07/2025  7:21:49,950","   181250000","CADENA ECUATORIANA DE TELE","8","  79,7","      510625","        2052"," 81,60",
"02/07/2025  7:21:49,950","   187250000","RED TELESISTEMA (R.T.S)","9","  88,3","      251250","        -284"," 58,40",
"02/07/2025  7:21:49,950","   193250000"," ","10","  69,4","      893750","      111301"," 95,30",
"02/07/2025  7:21:49,950","   199250000","TELEVISION DEL PACIFICO","11","  66,7","      996250","       95648"," 95,80",
"02/07/2025  7:21:49,950","   205250000"," ","12","  62,1","      905000","      108198"," 92,80",
"02/07/2025  7:21:49,950","   211250000"," ","13","  52,5","      999375","      124226"," 96,20",
"02/07/2025  7:21:49,950","   471250000"," ","14","  24,5","      999375","       -5659"," 93,70",
"02/07/2025  7:21:49,950","   477250000"," ","15","  31,1","      999375","     -104358"," 90,50",
"02/07/2025  7:21:49,950","   483250000"," ","16","  25,4","      999375","       -2724"," 95,90",
"02/07/2025  7:21:49,950","   513250000"," ","21","  27,2","      999375","       11954"," 95,90",
"02/07/2025  7:21:49,950","   519250000","ECOTEL","22","  83,8","      110000","        1068"," 61,60",
"02/07/2025  7:21:49,950","   525250000"," ","23","  27,5","      999375","         494"," 94,30",
"02/07/2025  7:21:49,950","   531250000","TELERAMA","24","  30,3","      999375","        1612"," 97,10",
"02/07/2025  7:21:49,950","   537250000","PLUS TV","25","  66,7","      110000","        4154"," 30,70",
"02/07/2025  7:21:49,950","   543250000","CANAL UNO","26","  28,1","      999375","        1779"," 97,40",
"02/07/2025  7:21:49,950","   549250000"," ","27","  28,9","      999375","         260"," 96,20",
"02/07/2025  7:21:49,950","   555250000"," ","28","  41,9","      999375","        1133"," 96,00",
"02/07/2025  7:21:49,950","   561250000"," ","29","  42,1","      999375","        1774"," 90,50",
"02/07/2025  7:21:49,950","   567250000","TELEATAHUALPA (RTU)","30","  39,3","      999375","       -2690"," 96,30",
"02/07/2025  7:21:49,950","   573250000"," ","31","  34,1","      999375","       -5854"," 93,80",
"02/07/2025  7:21:49,950","   579250000","TELEVICENTRO TVC","32","  80,9","      125625","        1139"," 51,90",
"02/07/2025  7:21:49,950","   585250000"," ","33","  31,2","      999375","        4514"," 95,30",
"02/07/2025  7:21:49,950","   591250000","UCSG TELEVISION","34","  31,5","      999375","       -1377"," 93,50",
"02/07/2025  7:21:49,950","   603250000","OROMAR","36","  32,9","      999375","        3225"," 94,30",
"02/07/2025  7:21:49,950","   615250000"," ","38","  34,3","      999375","        4724"," 96,10",
"02/07/2025  7:21:49,950","   621250000","CANAL SUR - TELEVISION MUN","39","  76,7","      157500","          50"," 84,70",
"02/07/2025  7:21:49,950","   627250000"," ","40","  32,8","      999375","       10342"," 96,80",
"02/07/2025  7:21:49,950","   633250000"," ","41","  33,4","      999375","        1681"," 95,00",
"02/07/2025  7:21:49,950","   639250000"," ","42","  45,2","      999375","       42625"," 98,10",
"02/07/2025  7:21:49,950","   645250000"," ","43","  35,6","      999375","        3114"," 95,70",
